Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
2019,Female,21,2018,BCSE,No,No,Online,Yes,Yes,Advance,Yes,Yes,Yes,Married,No,Family,No,No,Poor,11,4,3,3,80,Programming,1,Networking,2.96,2.61,96,FALSE,100000
2021,Female,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,3,2,1,2,90,Programming,1,Software,3.38,3.53,24,FALSE,40000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,3,2,1,3,95,Programming,1,Software,3.12,3.07,24,FALSE,50000
2019,Female,20,2019,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Good,2022,4,2,1,90,Web development skill(Frontend),1,Data Science,3.1,3.27,88,FALSE,45000
2021,Male,23,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,2,1,2,1,95,"Programming, Software Development",2,Artificial Intelligence,3.92,3.92,11,TRUE,20000
2018,Male,24,2017,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,In a relationship,No,Family,No,No,Poor,14,3,3,5,95,Programming,2,Data Science,2.76,2.64,136,FALSE,25000
2019,Female,22,2018,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,10,1.5,1,6,70,learning python,1,Machine Learning / Deep Learning,3.52,3.78,112,FALSE,25000
2019,Male,23,2017,BCSE,Yes,No,Offline,No,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Excellent,11,3.5,2,1,90,Web development skill(Backend),3,Software,4,3.9,123,FALSE,25000
2020,Male,23,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Excellent,8,3.5,1,3,90,Programming,2,Data Science,3.84,3.78,90,TRUE,20000
2019,Female,22,2018,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,11,1,1,6,86,"Programming, Web development",2,UI/UX,3.44,3.46,125,FALSE,300000
2022,Male,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,2,4,1,2,100,Programming,2,Software,2.98,0,11,FALSE,30000
2022,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2,3.5,2,6,100,Programming,3,Data Science,3.43,3.39,12,FALSE,25000
2022,Male,21,2020,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Excellent,2,9,3,3,90,"Programming, vedio editing",2,Software,3.98,3.98,28,FALSE,40000
2013,Female,26,2012,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,Yes,Married,Yes,Family,No,No,Average,9,3,2,2,90,Networking,3,Networking,3.08,3.15,89,FALSE,50000
2019,Female,22,2017,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Average,11,2,2,2,100,"Programming, Cyber security",5,Machine Learning / Deep Learning,3.1,3.16,122,FALSE,20000
2021,Male,19,2020,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Poor,4,3.5,4,1,95,Problem solving,1,Software,2.37,2.46,31,FALSE,50000
2022,Male,20,2018,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Good,1,4,2,2,85,Programming,2,Artificial Intelligence,5,3.39,85,FALSE,30000
2022,Male,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Average,2,1.5,2,2,90,Programming,1,Software,3.58,3.58,12,FALSE,40000
2019,Male,22,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,Yes,Yes,Single,Yes,Bachelor,Yes,Yes,Good,8,4,2,3,100,"Programming, Networking",4,Networking,3.36,3.47,87,FALSE,80000
2022,Male,19,2021,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,1,3.5,2,2,100,"Web development skill(Frontend),",2,Networking,0,0,0,FALSE,20000
2021,Male,22,2020,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,5,3,3,3,90,Programming,2,Software,2.9,2.19,36,FALSE,60000
2022,Male,20,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,2,4,2,3,90,Programming,1,Artificial Intelligence,3.32,3.25,12,FALSE,30000
2020,Male,22,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,8,6,2,2,0,"Programming, Web development",1,Data Science,3.3,3.15,90,FALSE,36000
2019,Male,23,2017,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,10,4,2,3,95,"Programming, Web development",6,Data Science,3.92,3.78,123,FALSE,30000
2014,Female,25,2013,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,Yes,Yes,Married,No,Family,Yes,Yes,Poor,24,1,1,12,80,"Software Development skill,",4,Software,2.8,2.5,115,FALSE,20000
22022,Male,21,2020,BCSE,Yes,No,Online,Yes,No,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Average,2,4.5,2,3,98,Programming,2,Software,3.33,2.9,12,FALSE,18000
2020,Male,22,2017,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,8,3,2,3,87,Web development skill(Frontend),3,Data Science,3.54,3.4,87,FALSE,30000
2020,Male,23,2018,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,8,5,6,2,98,Programming,2,Networking,3.66,3.81,87,FALSE,38000
2019,Male,24,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,11,2,2,2,80,Software Development skill,3,Software,3.78,3.13,124,FALSE,15000
2020,Male,21,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Excellent,8,5,4,3,99,Programming,1,Software,3.82,3.81,89,FALSE,15000
2019,Female,23,2018,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Excellent,11,4.5,1,1,95,Networking,4,Networking,4,3.93,118,FALSE,50000
2022,Male,19,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,Yes,No,Average,2,4,2,3,80,Programming,2,Data Science,3.54,3.54,11,FALSE,20000
2022,Male,21,2019,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Poor,2,4,2,2,95,Programming,2,Software,2.55,2.55,11,FALSE,20000
2019,Female,22,2017,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,11,3,1,5,90,"Software Development skill,",2,Software,3.65,3.59,1,FALSE,30000
2020,Female,21,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,8,3.5,2,4,100,Programming,2,Machine Learning / Deep Learning,3.62,3.62,85,FALSE,30000
2019,Male,20,2018,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,9,2,2,1,90,Learning frontend,1,Networking,3.7,3.45,101,FALSE,30000
2020,Female,21,2019,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,22,3.5,2,2,95,Programming,1,Software,3.5,3.5,89,FALSE,55000
2022,Male,21,2020,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,2,5,2,3,100,Programming,4,Competitive programming ,3.48,3.48,11,FALSE,50000
2019,Male,22,2018,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,10,3.347529813,2,3,100,"Networking, Graphics Design",2,Networking,3.01,2.92,112,FALSE,50000
2018,Male,25,2016,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,11,4,2,3,100,Web development skill(Backend),2,Software,3.86,3.56,129,FALSE,60000
2019,Male,23,2017,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Poor,10,4,4,10,98,"Programming, Web development",2,Software,3.38,3.81,117,FALSE,15000
2020,Female,22,2019,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Good,8,5,1,2,90,Programming,1,Software,3.07,3.42,75,FALSE,500000
2019,Female,23,2017,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,11,3.5,2,4,96,"Programming, Networking",3,Networking,3.59,3.56,119,FALSE,20000
2019,Male,25,2017,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,11,2,1,6,90,"Programming, Web development",4,Software,2.59,3.06,130,FALSE,50000
2019,Male,23,2018,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Good,11,2,2,2,99,"Web development skill(Backend),",0,Networking,3.3,3.24,130,FALSE,15000
2019,Female,22,2018,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,11,4,4,10,99,"Web development skill(Frontend),",2,Networking,3.72,3.78,127,FALSE,25000
2022,Male,19,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Excellent,8,3,2,2,100,Programming,1,Data Science,3.9,3.9,11,FALSE,40000
2018,Male,23,2016,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,Single,Yes,Bachelor,No,No,Poor,13,2,2,5,75,Programming,1,Hardware,2.55,2.65,120,FALSE,20000
2021,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Average,22,4,2,2,85,"Programming, Web development",3,Data Science,3,2.8,36,FALSE,20000
2021,Male,22,2021,BCSE,Yes,No,Online,Yes,Yes,Basic,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,8,4,4,2,80,Programming,1,Software,2,2.59,24,TRUE,25000
2019,Female,22,2018,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Excellent,11,5.5,2,2,95,"Programming, Software Development",4,Data Science,3.96,3.9,135,FALSE,200000
2022,Male,20,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Average,2,2,4,1,80,"Programming, Game development",1,Networking,3.7,3.7,10,FALSE,25000
2022,Male,19,2020,BCSE,No,No,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,22,5,2,7,90,"Programming, Web development",3,Artificial Intelligence,3.3,3.39,11,FALSE,35000
2020,Male,22,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Good,7,3,2,2,95,"Programming, Web development",2,Data Science,3.2,3.51,80,FALSE,100000
2021,Male,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,3,5,2,3,90,Web development skill(Frontend),4,Artificial Intelligence,3.57,3.67,23,FALSE,35000
2019,Female,22,2018,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,8,3,2,1,100,Programming,1,Software,3.37,3.11,140,FALSE,40000
2021,Male,21,2020,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Single,Yes,Bachelor,No,No,Average,3,4.5,2,1,97,Programming,2,Software,3.17,2.85,20,FALSE,30000
2022,Male,19,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,8,1,1,1,90,Programming,1,Networking,3.5,3.45,11,FALSE,10000
2022,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Excellent,22,4.5,2,1,90,Programming,3,Artificial Intelligence,3.78,3.78,28,FALSE,25000
2019,Male,25,2017,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Good,10,2.5,2,1,100,"Programming, Software Development",3,Machine Learning / Deep Learning,3.9,3.59,128,FALSE,40000
2021,Male,21,2020,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,3,4,2,4,50,Programming,1,Data Science,2.94,2.5,23,FALSE,20000
2021,Female,21,2020,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Average,5,3,2,5,80,Programming,2,Software,2.89,2.8,65,FALSE,20000
2021,Female,22,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,4,4,4,2,90,Programming,1,Software,1.8,2.56,23,TRUE,20000
2020,Female,22,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,8,4,3,3,85,Programming,4,Hardware,2.78,3.75,78,FALSE,30000
2022,Female,20,2021,BCSE,No,No,Offline,Yes,No,Basic,Yes,No,Yes,Single,No,Family,No,No,Poor,6,1,5,2,100,Programming,4,Data Science,1.45,2.38,50,FALSE,30000
2019,Female,25,2018,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,10,5,3,2,100,Cyber security,2,Data Science,2.45,3.54,140,FALSE,34000
2019,Male,23,2019,BCSE,Yes,No,Offline,Yes,No,Advance,No,No,No,Single,Yes,Family,No,No,Poor,10,6,3,4,80,Programming,1,Software,1.45,2.45,126,FALSE,35000
2021,Female,20,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,6,3,2,7,100,Machine Learning,2,Hardware,2,3.19,78,FALSE,35000
2020,Male,24,2018,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,11,1,2,8,100,Programming,2,Hardware,2.89,3.99,140,FALSE,36000
2020,Female,20,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10,2,1,8,70,Cyber security,1,Data Science,2.88,3.75,141,FALSE,36000
2021,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,7,3,2,7,60,Programming,2,Software,1.87,2.98,101,FALSE,37000
2020,Male,20,2020,BCSE,No,No,Offline,Yes,No,Advance,Yes,No,Yes,Single,Yes,Family,No,No,Poor,9,1,1,3,54,Networking,3,Hardware,2.44,3.53,127,FALSE,39000
2019,Female,22,2019,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Average,10,4,2,2,90,Programming,1,Software,2.8,3.65,126,FALSE,40000
2019,Male,21,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,7,5,3,2,100,Programming,2,Artificial Intelligence,2.11,3.47,103,FALSE,40000
2022,Male,22,2021,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,Married,No,Bachelor,No,No,Poor,5,4,1,3,87,Machine Learning,2,Data Science,2.37,3.49,67,FALSE,41000
2021,Male,23,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,No,Family,No,No,Average,9,3,1,3,87,Networking,2,Hardware,2.75,3.8,116,FALSE,44000
2021,Female,21,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9,3,2,4,100,Cyber security,3,Software,1.98,2.91,117,FALSE,44000
2020,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,11,2,1,3,100,Networking,2,Hardware,2.64,3.7,143,FALSE,44000
2019,Male,22,2018,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Poor,9,5,2,11,77,Networking,6,UI/UX,1.77,2.66,133,FALSE,45000
2022,Female,21,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Poor,5,5,2,7,95,Programming,1,Data Science,2.19,2.77,42,FALSE,45000
2021,Male,22,2020,BCSE,Yes,No,Online,Yes,Yes,Advance,Yes,Yes,Yes,In a relationship,Yes,Bachelor,No,No,Poor,6,5,5,7,70,Web development skill(Frontend),3,Hardware,2.19,3.19,63,FALSE,45000
2020,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,Yes,No,Poor,8,3,1,9,86,Programming,2,Data Science,1.98,2.98,119,FALSE,45000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,No,No,Poor,9,4,2,2,78,Machine Learning,4,Data Science,1.83,2.9,97,FALSE,45000
2020,Female,21,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9,3,1,9,100,Web development skill(Backend),2,Software,1.87,2.82,139,FALSE,46000
2020,Female,25,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,11,1,1,3,68,Programming,2,UI/UX,2.65,3.71,143,FALSE,49000
2020,Female,23,2018,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Single,No,Family,No,No,Poor,11,6,2,4,90,Programming,5,Software,2.19,3.45,122,FALSE,50000
2022,Male,24,2019,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,4,3,2,4,100,Networking,1,Software,2.5,3.4,46,FALSE,50000
2020,Male,25,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,No,Bachelor,No,No,Average,11,2,1,3,100,Networking,4,Hardware,2.82,3.85,143,FALSE,50000
2020,Female,22,2020,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,No,In a relationship,No,Bachelor,No,No,Poor,8,2,1,2,50,Cyber security,2,Data Science,1.34,2.68,98,FALSE,50000
2022,Female,19,2021,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,5,1,1,4,78,Programming,2,UI/UX,2.68,3.79,80,FALSE,50000
2019,Female,22,2017,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,No,No,Poor,10,2,1,1,80,Networking,1,Data Science,1.97,2.98,79,FALSE,52000
2021,Female,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,9,5,2,3,100,Web development skill(Backend),4,Data Science,2.76,3.86,127,FALSE,52000
2019,Female,25,2019,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,10,4,2,7,45,Programming,2,Software,1.72,2.79,140,FALSE,54000
2020,Male,21,2020,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Average,10,2,2,2,100,Cyber security,4,Data Science,2.62,3.75,136,FALSE,55000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Bachelor,No,No,Poor,7,2,1,2,87,Networking,4,Hardware,1.51,2.59,99,FALSE,55000
2022,Female,22,2021,BCSE,No,No,Offline,Yes,No,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,5,2,3,2,95,Networking,2,Hardware,1.45,2.53,65,FALSE,55000
2022,Male,21,2021,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,5,2,1,4,100,Machine Learning,2,UI/UX,2.16,3.24,66,FALSE,57000
2022,Male,21,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,Yes,Family,No,No,Average,6,2,1,2,100,Web development skill(Frontend),2,Software,2.56,3.62,143,FALSE,58000
2019,Male,21,2018,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,11,1,1,7,100,Programming,3,UI/UX,1.97,3.1,144,FALSE,59000
2020,Female,23,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,No,No,Poor,7,2,2,3,90,Networking,1,Data Science,2.33,3.31,32,FALSE,60000
2020,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,11,2,1,3,100,Networking,2,Hardware,1.6,2.68,143,FALSE,60000
2021,Male,20,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,7,4,3,6,80,Machine Learning,3,Hardware,2.11,3.22,97,FALSE,60000
2021,Female,20,2021,BCSE,No,No,Online,Yes,Yes,Basic,Yes,Yes,No,Single,Yes,Bachelor,No,No,Poor,7,3,1,7,100,Programming,2,Software,1.19,2.16,103,FALSE,60000
2020,Male,21,2019,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Average,9,4,2,5,100,Machine Learning,2,Software,2.65,3.78,121,FALSE,61000
2020,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,10,2,2,2,100,Artificial Intelligence,1,Data Science,2.67,3.7,135,FALSE,61000
2020,Male,24,2019,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,No,Family,No,No,Poor,11,3,3,3,46,Cyber security,2,Data Science,2.44,3.51,144,FALSE,64000
2020,Male,24,2019,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,11,3,3,3,75,Networking,1,Hardware,1.65,2.68,143,FALSE,65000
2020,Male,25,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Average,10,2,2,3,78,Cyber security,2,Data Science,2.54,3.61,78,FALSE,65000
2020,Male,20,2020,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,No,Married,Yes,Family,No,No,Average,11,2,1,2,100,Cyber security,2,Data Science,2.5,3.61,143,FALSE,65000
2021,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Family,No,No,Poor,6,4,2,8,100,Web development skill(Frontend),2,Software,2.07,3.39,84,FALSE,66000
2020,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,8,4,2,6,100,Web development skill(Backend),1,UI/UX,1.77,2.64,119,FALSE,66000
2021,Male,20,2020,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,7,3,1,5,90,Networking,2,Hardware,2.11,3.21,102,FALSE,66000
2022,Female,21,2021,BCSE,No,No,Offline,Yes,No,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,5,2,1,2,46,Artificial Intelligence,4,Data Science,2.33,3.41,63,FALSE,66000
2022,Female,20,2021,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,5,3,1,3,100,Web development skill(Frontend),4,Software,2.77,3.84,58,FALSE,66000
2019,Male,21,2018,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Average,11,5,4,2,100,Programming,3,Software,2.87,3.98,140,FALSE,67000
2019,Male,22,2017,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,10,4,1,7,100,Web development skill(Backend),2,Software,2.19,3.43,140,FALSE,68000
2020,Male,22,2019,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,10,2,1,8,100,Artificial Intelligence,2,Hardware,2.11,3.39,132,FALSE,68000
2020,Male,25,2019,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,11,1,2,2,51,Artificial Intelligence,4,Data Science,2.51,3.57,143,FALSE,68000
2020,Male,22,2019,BCSE,No,No,Online,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Poor,9,3,2,3,100,Networking,2,Hardware,2.22,3.38,124,FALSE,68000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,8,2,2,2,34,Cyber security,3,Data Science,1.86,2.91,102,FALSE,68000
2021,Female,22,2021,BCSE,No,No,Offline,Yes,No,Basic,No,No,No,Married,Yes,Family,No,No,Poor,9,1,1,8,50,Artificial Intelligence,1,Data Science,1.87,2.95,140,FALSE,68000
2022,Female,21,2021,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,8,5,2,3,87,Cyber security,2,Data Science,2.88,3.91,127,FALSE,68000
2020,Female,23,2018,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,Yes,No,Single,No,Family,No,No,Poor,10,3,3,6,99,Web development skill(Backend),1,Data Science,1.91,3.39,123,FALSE,70000
2021,Female,20,2020,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,No,No,Poor,8,3,3,2,100,Programming,2,UI/UX,1.81,2.9,101,FALSE,70000
2022,Male,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,Yes,No,Poor,6,2,2,2,56,Programming,2,UI/UX,1.72,2.8,80,FALSE,70000
2021,Female,20,2020,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9,1,1,3,76,Web development skill(Backend),2,Software,1.56,2.63,104,FALSE,70000
2021,Female,24,2021,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,Yes,No,Poor,6,1,1,4,100,Programming,2,Software,2.23,3.39,98,FALSE,70000
2022,Female,21,2021,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,No,Bachelor,No,No,Average,6,2,1,3,100,Networking,2,Hardware,2.67,3.74,77,FALSE,70000
2022,Female,19,2022,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,3,4,3,4,63,Web development skill(Frontend),2,Software,1.65,2.87,35,FALSE,70000
